reason,valueA,valueB,normalizedA,normalizedB,proposedSlugA,proposedSlugB,levenshteinDistance,deckCountA,deckCountB,sampleDecksA,sampleDecksB
levenshtein,Kleos,Less,kleos,less,kleos,less,2,2,2,Kleos Eos | Kleos Nyx,Less Silver | Less Gold
levenshtein,Kleos,Neo,kleos,neo,kleos,neo,3,2,3,Kleos Eos | Kleos Nyx,Neo | Neo Ltd | Neo Wave Ultra Sunset
levenshtein,Kleos,Skotos,kleos,skotos,kleos,skotos,3,2,1,Kleos Eos | Kleos Nyx,Skotos
levenshtein,Kleos,Tales,kleos,tales,kleos,tales,3,2,6,Kleos Eos | Kleos Nyx,Nefarious Tales | Heroic Tales | Arcane Tales
levenshtein,Kleos,Theos,kleos,theos,kleos,theos,2,2,4,Kleos Eos | Kleos Nyx,Theos Green | Theos Purple | Theos Limited Green
levenshtein,Kleos,Zeus,kleos,zeus,kleos,zeus,3,2,2,Kleos Eos | Kleos Nyx,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Kubik,Orbit,kubik,orbit,kubik,orbit,3,1,2,Kubik v2,Orbit 5th Edition | Orbit 6th Edition
levenshtein,Kubik,Sumi,kubik,sumi,kubik,sumi,3,1,7,Kubik v2,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist
levenshtein,Kubik,Tulip,kubik,tulip,kubik,tulip,3,1,3,Kubik v2,Tulip Amsterdam Light | Tulip Holland | Tulip Amsterdam Dark
levenshtein,Lego,Less,lego,less,lego,less,2,3,2,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical,Less Silver | Less Gold
levenshtein,Lego,Lore,lego,lore,lego,lore,3,3,4,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue
levenshtein,Lego,Lux,lego,lux,lego,lux,3,3,2,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical,Lux Tarot | Lux Tarot Gilded
levenshtein,Lego,Luxx,lego,luxx,lego,luxx,3,3,1,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical,Luxx Redux
levenshtein,Lego,Neo,lego,neo,lego,neo,2,3,3,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical,Neo | Neo Ltd | Neo Wave Ultra Sunset
levenshtein,Lego,Peak,lego,peak,lego,peak,3,3,1,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical,Peak Mountain
levenshtein,Lego,Saga,lego,saga,lego,saga,3,3,3,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical,Saga Conquerors | Saga Raiders | Saga Seafarers
levenshtein,Lego,Zeus,lego,zeus,lego,zeus,3,3,2,Lego Brick Warm Colors | Lego Brick Cool Colors | Lego Botanical,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Less,Lore,less,lore,less,lore,3,2,4,Less Silver | Less Gold,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue
levenshtein,Less,Lux,less,lux,less,lux,3,2,2,Less Silver | Less Gold,Lux Tarot | Lux Tarot Gilded
levenshtein,Less,Luxx,less,luxx,less,luxx,3,2,1,Less Silver | Less Gold,Luxx Redux
levenshtein,Less,Neo,less,neo,less,neo,3,2,3,Less Silver | Less Gold,Neo | Neo Ltd | Neo Wave Ultra Sunset
levenshtein,Less,Peak,less,peak,less,peak,3,2,1,Less Silver | Less Gold,Peak Mountain
levenshtein,Less,Sensu,less,sensu,less,sensu,3,2,4,Less Silver | Less Gold,Sensu Mankai-No-Sensu (Full Blossom Fan) | Sensu Haru-No-Sensu (Spring's Fan) | Sensu Fuyu-No-Sensu (Winter's Fan)
levenshtein,Less,Sins,less,sins,less,sins,3,2,12,Less Silver | Less Gold,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Less,Tales,less,tales,less,tales,3,2,6,Less Silver | Less Gold,Nefarious Tales | Heroic Tales | Arcane Tales
levenshtein,Less,Texas,less,texas,less,texas,3,2,2,Less Silver | Less Gold,Texas Player's Edition | Texas Premium Edition
levenshtein,Less,Theos,less,theos,less,theos,3,2,4,Less Silver | Less Gold,Theos Green | Theos Purple | Theos Limited Green
levenshtein,Less,VHS,less,vhs,less,vhs,3,2,6,Less Silver | Less Gold,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86
levenshtein,Less,Zeus,less,zeus,less,zeus,2,2,2,Less Silver | Less Gold,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Lore,Lux,lore,lux,lore,lux,3,4,2,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue,Lux Tarot | Lux Tarot Gilded
levenshtein,Lore,Luxx,lore,luxx,lore,luxx,3,4,1,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue,Luxx Redux
levenshtein,Lore,Made,lore,made,lore,made,3,4,2,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue,Made Gold | Made Silver
levenshtein,Lore,Moon,lore,moon,lore,moon,3,4,1,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue,Moon
levenshtein,Lore,Noel,lore,noel,lore,noel,3,4,1,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue,Noel Limited
levenshtein,Lore,Obey,lore,obey,lore,obey,3,4,3,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue,Obey Collage | Obey Red | Obey Gold
levenshtein,Lore,Order,lore,order,lore,order,3,4,4,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue,Order Occultus | Order Electus | Order Revolutio
levenshtein,Lore,Rome,lore,rome,lore,rome,2,4,4,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue,Rome Augustus | Rome Augustus Sleeve | Rome Caesar
levenshtein,Lore,Surf,lore,surf,lore,surf,3,4,2,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue,Surf | Surf v2 Sunset
levenshtein,Lore,Time,lore,time,lore,time,3,4,5,Lore Väesen Foil | Lore Midwinter Red | Lore Midsummer Blue,Time I | Time II | Time III
levenshtein,Lux,Luxx,lux,luxx,lux,luxx,1,2,1,Lux Tarot | Lux Tarot Gilded,Luxx Redux
levenshtein,Lux,Neo,lux,neo,lux,neo,3,2,3,Lux Tarot | Lux Tarot Gilded,Neo | Neo Ltd | Neo Wave Ultra Sunset
levenshtein,Lux,NPH,lux,nph,lux,nph,3,2,1,Lux Tarot | Lux Tarot Gilded,NPH
levenshtein,Lux,Pi,lux,pi,lux,pi,3,2,3,Lux Tarot | Lux Tarot Gilded,Pi Standard | Plum Pi Standard | Chocolate Pi Standard
levenshtein,Lux,Pluma,lux,pluma,lux,pluma,3,2,1,Lux Tarot | Lux Tarot Gilded,Pluma Blue
levenshtein,Lux,SNL,lux,snl,lux,snl,3,2,1,Lux Tarot | Lux Tarot Gilded,SNL
levenshtein,Lux,Sumi,lux,sumi,lux,sumi,3,2,7,Lux Tarot | Lux Tarot Gilded,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist
levenshtein,Lux,Surf,lux,surf,lux,surf,3,2,2,Lux Tarot | Lux Tarot Gilded,Surf | Surf v2 Sunset
levenshtein,Lux,VHS,lux,vhs,lux,vhs,3,2,6,Lux Tarot | Lux Tarot Gilded,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86
levenshtein,Lux,WB,lux,wb,lux,wb,3,2,1,Lux Tarot | Lux Tarot Gilded,WB
levenshtein,Lux,Zeus,lux,zeus,lux,zeus,3,2,2,Lux Tarot | Lux Tarot Gilded,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Luxx,Pluma,luxx,pluma,luxx,pluma,3,1,1,Luxx Redux,Pluma Blue
levenshtein,Luxx,Sumi,luxx,sumi,luxx,sumi,3,1,7,Luxx Redux,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist
levenshtein,Luxx,Surf,luxx,surf,luxx,surf,3,1,2,Luxx Redux,Surf | Surf v2 Sunset
levenshtein,Made,Maduro,made,maduro,made,maduro,3,2,2,Made Gold | Made Silver,Maduro Silver | Maduro Gold
levenshtein,Made,Maidens,made,maidens,made,maidens,3,2,1,Made Gold | Made Silver,Maidens
levenshtein,Made,Makers,made,makers,made,makers,3,2,4,Made Gold | Made Silver,Makers Private Reserve | Makers Private Reserve Gilded | Makers Blacksmith Edition
levenshtein,Made,Manas,made,manas,made,manas,3,2,7,Made Gold | Made Silver,Manas Judgement | Manas Frost | Manas Fracture
levenshtein,Made,Marvel,made,marvel,made,marvel,3,2,3,Made Gold | Made Silver,Black Panther | Guardians of the Galaxy | Spider Man
levenshtein,Made,Midas,made,midas,made,midas,3,2,1,Made Gold | Made Silver,Midas
levenshtein,Made,Mint,made,mint,made,mint,3,2,2,Made Gold | Made Silver,Mint v2 Cucumber | Mint v2 Blueberry Mint
levenshtein,Made,Mirage,made,mirage,made,mirage,3,2,2,Made Gold | Made Silver,Mirage | Mirage Red
levenshtein,Made,Moon,made,moon,made,moon,3,2,1,Made Gold | Made Silver,Moon
levenshtein,Made,NoMad,made,nomad,made,nomad,3,2,1,Made Gold | Made Silver,NoMad
levenshtein,Made,Onda,made,onda,made,onda,3,2,14,Made Gold | Made Silver,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold
levenshtein,Made,Order,made,order,made,order,3,2,4,Made Gold | Made Silver,Order Occultus | Order Electus | Order Revolutio
levenshtein,Made,Ravn,made,ravn,made,ravn,3,2,17,Made Gold | Made Silver,Ravn Crimson Red Mini | Ravn Purple Haze Mini | Ravn X Mini
levenshtein,Made,Rome,made,rome,made,rome,3,2,4,Made Gold | Made Silver,Rome Augustus | Rome Augustus Sleeve | Rome Caesar
levenshtein,Made,Saga,made,saga,made,saga,3,2,3,Made Gold | Made Silver,Saga Conquerors | Saga Raiders | Saga Seafarers
levenshtein,Made,Tales,made,tales,made,tales,3,2,6,Made Gold | Made Silver,Nefarious Tales | Heroic Tales | Arcane Tales
levenshtein,Made,Time,made,time,made,time,3,2,5,Made Gold | Made Silver,Time I | Time II | Time III
levenshtein,Maduro,Maestro,maduro,maestro,maduro,maestro,3,2,1,Maduro Silver | Maduro Gold,Maestro III
levenshtein,Maduro,Makers,maduro,makers,maduro,makers,3,2,4,Maduro Silver | Maduro Gold,Makers Private Reserve | Makers Private Reserve Gilded | Makers Blacksmith Edition
levenshtein,Maduro,Naruto,maduro,naruto,maduro,naruto,3,2,1,Maduro Silver | Maduro Gold,Naruto Shippuden
levenshtein,Maduro,Sakura,maduro,sakura,maduro,sakura,3,2,1,Maduro Silver | Maduro Gold,Sakura Winter
levenshtein,Maestro,Masters,maestro,masters,maestro,masters,3,1,1,Maestro III,Masters Legacy Edition
levenshtein,Maestro,Tesoro,maestro,tesoro,maestro,tesoro,3,1,6,Maestro III,Tesoro Ruby | Tesoro Gold | Tesoro Copper
levenshtein,Maidens,Makers,maidens,makers,maidens,makers,3,1,4,Maidens,Makers Private Reserve | Makers Private Reserve Gilded | Makers Blacksmith Edition
levenshtein,Maidens,Masters,maidens,masters,maidens,masters,3,1,1,Maidens,Masters Legacy Edition
levenshtein,Maidens,Midas,maidens,midas,maidens,midas,3,1,1,Maidens,Midas
levenshtein,Makers,Manas,makers,manas,makers,manas,3,4,7,Makers Private Reserve | Makers Private Reserve Gilded | Makers Blacksmith Edition,Manas Judgement | Manas Frost | Manas Fracture
levenshtein,Makers,Masters,makers,masters,makers,masters,2,4,1,Makers Private Reserve | Makers Private Reserve Gilded | Makers Blacksmith Edition,Masters Legacy Edition
levenshtein,Makers,Sakura,makers,sakura,makers,sakura,3,4,1,Makers Private Reserve | Makers Private Reserve Gilded | Makers Blacksmith Edition,Sakura Winter
levenshtein,Makers,Snackers,makers,snackers,makers,snackers,3,4,2,Makers Private Reserve | Makers Private Reserve Gilded | Makers Blacksmith Edition,Snackers Strawberry | Snackers Blackberry
levenshtein,Makers,Tales,makers,tales,makers,tales,3,4,6,Makers Private Reserve | Makers Private Reserve Gilded | Makers Blacksmith Edition,Nefarious Tales | Heroic Tales | Arcane Tales
levenshtein,Makers,Tigers,makers,tigers,makers,tigers,3,4,6,Makers Private Reserve | Makers Private Reserve Gilded | Makers Blacksmith Edition,Tigers Standard | Tigers Standard v2 | Tigers Display
levenshtein,Manas,Midas,manas,midas,manas,midas,2,7,1,Manas Judgement | Manas Frost | Manas Fracture,Midas
levenshtein,Manas,Mint,manas,mint,manas,mint,3,7,2,Manas Judgement | Manas Frost | Manas Fracture,Mint v2 Cucumber | Mint v2 Blueberry Mint
levenshtein,Manas,Pagan,manas,pagan,manas,pagan,3,7,11,Manas Judgement | Manas Frost | Manas Fracture,Pagan Blue Gold Gilded | Pagan Otherworlds Gold Gilded | Pagan Dark
levenshtein,Manas,Saga,manas,saga,manas,saga,3,7,3,Manas Judgement | Manas Frost | Manas Fracture,Saga Conquerors | Saga Raiders | Saga Seafarers
levenshtein,Manas,Sins,manas,sins,manas,sins,3,7,12,Manas Judgement | Manas Frost | Manas Fracture,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Manas,Tales,manas,tales,manas,tales,3,7,6,Manas Judgement | Manas Frost | Manas Fracture,Nefarious Tales | Heroic Tales | Arcane Tales
levenshtein,Manas,Texas,manas,texas,manas,texas,3,7,2,Manas Judgement | Manas Frost | Manas Fracture,Texas Player's Edition | Texas Premium Edition
levenshtein,Marchen,Marvel,marchen,marvel,marchen,marvel,3,2,3,Marchen Hemelin | Marchen Schwarzwald,Black Panther | Guardians of the Galaxy | Spider Man
levenshtein,Masters,Mystery,masters,mystery,masters,mystery,2,1,1,Masters Legacy Edition,Mystery III
levenshtein,Merlin,Mermaid,merlin,mermaid,merlin,mermaid,3,1,1,Merlin Illuminations,Mermaid Teal
levenshtein,Midas,Midgard,midas,midgard,midas,midgard,3,1,2,Midas,Midgard Danegeld | Midgard Yggdrasil
levenshtein,Midas,Mint,midas,mint,midas,mint,3,1,2,Midas,Mint v2 Cucumber | Mint v2 Blueberry Mint
levenshtein,Midas,Mirage,midas,mirage,midas,mirage,3,1,2,Midas,Mirage | Mirage Red
levenshtein,Midas,Onda,midas,onda,midas,onda,3,1,14,Midas,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold
levenshtein,Midas,Sins,midas,sins,midas,sins,3,1,12,Midas,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Midas,Texas,midas,texas,midas,texas,3,1,2,Midas,Texas Player's Edition | Texas Premium Edition
levenshtein,Mint,Moon,mint,moon,mint,moon,3,2,1,Mint v2 Cucumber | Mint v2 Blueberry Mint,Moon
levenshtein,Mint,Pi,mint,pi,mint,pi,3,2,3,Mint v2 Cucumber | Mint v2 Blueberry Mint,Pi Standard | Plum Pi Standard | Chocolate Pi Standard
levenshtein,Mint,Silk,mint,silk,mint,silk,3,2,6,Mint v2 Cucumber | Mint v2 Blueberry Mint,Silk Blue | Silk Red | Royal Silk Test Print
levenshtein,Mint,Sins,mint,sins,mint,sins,2,2,12,Mint v2 Cucumber | Mint v2 Blueberry Mint,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Mint,SNL,mint,snl,mint,snl,3,2,1,Mint v2 Cucumber | Mint v2 Blueberry Mint,SNL
levenshtein,Mint,Time,mint,time,mint,time,3,2,5,Mint v2 Cucumber | Mint v2 Blueberry Mint,Time I | Time II | Time III
levenshtein,Mirage,Piracy,mirage,piracy,mirage,piracy,3,2,1,Mirage | Mirage Red,Piracy
levenshtein,Moon,Neo,moon,neo,moon,neo,3,1,3,Moon,Neo | Neo Ltd | Neo Wave Ultra Sunset
levenshtein,Moon,Noel,moon,noel,moon,noel,3,1,1,Moon,Noel Limited
levenshtein,Moon,Poison,moon,poison,moon,poison,3,1,3,Moon,Poison Apsis | Poison Bella Donna | Poison King Slayer
levenshtein,Moon,Ravn,moon,ravn,moon,ravn,3,1,17,Moon,Ravn Crimson Red Mini | Ravn Purple Haze Mini | Ravn X Mini
levenshtein,Moon,Rome,moon,rome,moon,rome,3,1,4,Moon,Rome Augustus | Rome Augustus Sleeve | Rome Caesar
levenshtein,Moon,Tycoon,moon,tycoon,moon,tycoon,3,1,1,Moon,Blue Tycoon
levenshtein,Moon,Union,moon,union,moon,union,3,1,1,Moon,Union
levenshtein,Neo,Noel,neo,noel,neo,noel,2,3,1,Neo | Neo Ltd | Neo Wave Ultra Sunset,Noel Limited
levenshtein,Neo,NPH,neo,nph,neo,nph,2,3,1,Neo | Neo Ltd | Neo Wave Ultra Sunset,NPH
levenshtein,Neo,Obey,neo,obey,neo,obey,3,3,3,Neo | Neo Ltd | Neo Wave Ultra Sunset,Obey Collage | Obey Red | Obey Gold
levenshtein,Neo,Onda,neo,onda,neo,onda,3,3,14,Neo | Neo Ltd | Neo Wave Ultra Sunset,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold
levenshtein,Neo,Peak,neo,peak,neo,peak,3,3,1,Neo | Neo Ltd | Neo Wave Ultra Sunset,Peak Mountain
levenshtein,Neo,Pi,neo,pi,neo,pi,3,3,3,Neo | Neo Ltd | Neo Wave Ultra Sunset,Pi Standard | Plum Pi Standard | Chocolate Pi Standard
levenshtein,Neo,SNL,neo,snl,neo,snl,3,3,1,Neo | Neo Ltd | Neo Wave Ultra Sunset,SNL
levenshtein,Neo,Theos,neo,theos,neo,theos,3,3,4,Neo | Neo Ltd | Neo Wave Ultra Sunset,Theos Green | Theos Purple | Theos Limited Green
levenshtein,Neo,Union,neo,union,neo,union,3,3,1,Neo | Neo Ltd | Neo Wave Ultra Sunset,Union
levenshtein,Neo,VHS,neo,vhs,neo,vhs,3,3,6,Neo | Neo Ltd | Neo Wave Ultra Sunset,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86
levenshtein,Neo,WB,neo,wb,neo,wb,3,3,1,Neo | Neo Ltd | Neo Wave Ultra Sunset,WB
levenshtein,Neo,Zeus,neo,zeus,neo,zeus,3,3,2,Neo | Neo Ltd | Neo Wave Ultra Sunset,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,No. 17,No. 7,no17,no7,no-17,no-7,1,6,6,Black17 | No.17 V2 Bicycle Branded | No.17 V2,UC2019 No. 7 Classic | UC2019 No. 7 Borderless Green | UC2019 No. 7 Borderless Purple
levenshtein,No. 7,Noel,no7,noel,no-7,noel,3,6,1,UC2019 No. 7 Classic | UC2019 No. 7 Borderless Green | UC2019 No. 7 Borderless Purple,Noel Limited
levenshtein,No. 7,NoMad,no7,nomad,no-7,nomad,3,6,1,UC2019 No. 7 Classic | UC2019 No. 7 Borderless Green | UC2019 No. 7 Borderless Purple,NoMad
levenshtein,Noel,NoMad,noel,nomad,noel,nomad,3,1,1,Noel Limited,NoMad
levenshtein,Noel,NPH,noel,nph,noel,nph,3,1,1,Noel Limited,NPH
levenshtein,Noel,Obey,noel,obey,noel,obey,3,1,3,Noel Limited,Obey Collage | Obey Red | Obey Gold
levenshtein,Noel,Rome,noel,rome,noel,rome,3,1,4,Noel Limited,Rome Augustus | Rome Augustus Sleeve | Rome Caesar
levenshtein,Noel,SNL,noel,snl,noel,snl,3,1,1,Noel Limited,SNL
levenshtein,Noel,Socal,noel,socal,noel,socal,3,1,1,Noel Limited,California Bicycle
levenshtein,NoMad,NPCCD,nomad,npccd,nomad,npccd,3,1,25,NoMad,NPCCD 2016 Attendance | NPCCD 2016 Inaguration | NPCCD 2017 Pearl Label Anthracite
levenshtein,NoMad,Rome,nomad,rome,nomad,rome,3,1,4,NoMad,Rome Augustus | Rome Augustus Sleeve | Rome Caesar
levenshtein,NoMad,Socal,nomad,socal,nomad,socal,3,1,1,NoMad,California Bicycle
levenshtein,NPCCD,NPH,npccd,nph,npccd,nph,3,25,1,NPCCD 2016 Attendance | NPCCD 2016 Inaguration | NPCCD 2017 Pearl Label Anthracite,NPH
levenshtein,NPH,Onda,nph,onda,nph,onda,3,1,14,NPH,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold
levenshtein,NPH,Pi,nph,pi,nph,pi,2,1,3,NPH,Pi Standard | Plum Pi Standard | Chocolate Pi Standard
levenshtein,NPH,SNL,nph,snl,nph,snl,3,1,1,NPH,SNL
levenshtein,NPH,VHS,nph,vhs,nph,vhs,3,1,6,NPH,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86
levenshtein,NPH,WB,nph,wb,nph,wb,3,1,1,NPH,WB
levenshtein,Obey,Onda,obey,onda,obey,onda,3,3,14,Obey Collage | Obey Red | Obey Gold,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold
levenshtein,Obey,Orbit,obey,orbit,obey,orbit,3,3,2,Obey Collage | Obey Red | Obey Gold,Orbit 5th Edition | Orbit 6th Edition
levenshtein,Obey,Order,obey,order,obey,order,3,3,4,Obey Collage | Obey Red | Obey Gold,Order Occultus | Order Electus | Order Revolutio
levenshtein,Obey,Rome,obey,rome,obey,rome,3,3,4,Obey Collage | Obey Red | Obey Gold,Rome Augustus | Rome Augustus Sleeve | Rome Caesar
levenshtein,Obey,WB,obey,wb,obey,wb,3,3,1,Obey Collage | Obey Red | Obey Gold,WB
levenshtein,Olympia,Olympians,olympia,olympians,olympia,olympians,2,2,1,Olympia | Olympia Underworld,Olympians
levenshtein,Olympia,Omnia,olympia,omnia,olympia,omnia,3,2,8,Olympia | Olympia Underworld,Omnia Prototype | Omnia Suprema (no seal) | Omnia Perduta
levenshtein,Omnia,Onda,omnia,onda,omnia,onda,2,8,14,Omnia Prototype | Omnia Suprema (no seal) | Omnia Perduta,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold
levenshtein,Omnia,Orbit,omnia,orbit,omnia,orbit,3,8,2,Omnia Prototype | Omnia Suprema (no seal) | Omnia Perduta,Orbit 5th Edition | Orbit 6th Edition
levenshtein,Omnia,Umbra,omnia,umbra,omnia,umbra,3,8,4,Omnia Prototype | Omnia Suprema (no seal) | Omnia Perduta,Umbra Slate | Umbra Merlot | Umbra Noir
levenshtein,Omnia,Wonka,omnia,wonka,omnia,wonka,3,8,1,Omnia Prototype | Omnia Suprema (no seal) | Omnia Perduta,Wonka
levenshtein,Onda,Order,onda,order,onda,order,3,14,4,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold,Order Occultus | Order Electus | Order Revolutio
levenshtein,Onda,Saga,onda,saga,onda,saga,3,14,3,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold,Saga Conquerors | Saga Raiders | Saga Seafarers
levenshtein,Onda,SNL,onda,snl,onda,snl,3,14,1,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold,SNL
levenshtein,Onda,Wonder,onda,wonder,onda,wonder,3,14,4,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold,Royal Wonder Mini Gilded | Wonder Scarlet Standard | Wonder Royal Edition
levenshtein,Onda,Wonka,onda,wonka,onda,wonka,2,14,1,Onda Acquamarine | Onda Acquamarine Copper Gilded | Onda Ultramarine Gold,Wonka
levenshtein,Orbit,Order,orbit,order,orbit,order,3,2,4,Orbit 5th Edition | Orbit 6th Edition,Order Occultus | Order Electus | Order Revolutio
levenshtein,Orbit,Rarebit,orbit,rarebit,orbit,rarebit,3,2,2,Orbit 5th Edition | Orbit 6th Edition,Rarebit Gold | Rarebit Copper
levenshtein,Order,Wonder,order,wonder,order,wonder,2,4,4,Order Occultus | Order Electus | Order Revolutio,Royal Wonder Mini Gilded | Wonder Scarlet Standard | Wonder Royal Edition
levenshtein,Oscars,Sharps,oscars,sharps,oscars,sharps,3,1,1,Oscars,Sharps Private Reserve Green
levenshtein,Outkast,Outlaw,outkast,outlaw,outkast,outlaw,3,1,2,Outkast,Outlaw | Outlaw Hell Riders
levenshtein,Pagan,Peak,pagan,peak,pagan,peak,3,11,1,Pagan Blue Gold Gilded | Pagan Otherworlds Gold Gilded | Pagan Dark,Peak Mountain
levenshtein,Pagan,Ravn,pagan,ravn,pagan,ravn,3,11,17,Pagan Blue Gold Gilded | Pagan Otherworlds Gold Gilded | Pagan Dark,Ravn Crimson Red Mini | Ravn Purple Haze Mini | Ravn X Mini
levenshtein,Pagan,Saga,pagan,saga,pagan,saga,2,11,3,Pagan Blue Gold Gilded | Pagan Otherworlds Gold Gilded | Pagan Dark,Saga Conquerors | Saga Raiders | Saga Seafarers
levenshtein,Pagan,Tucan,pagan,tucan,pagan,tucan,3,11,1,Pagan Blue Gold Gilded | Pagan Otherworlds Gold Gilded | Pagan Dark,Tucan Cinnamon Back
levenshtein,Peacock,Peak,peacock,peak,peacock,peak,3,2,1,Peacock Purple | Peacock Green,Peak Mountain
levenshtein,Peak,Pi,peak,pi,peak,pi,3,1,3,Peak Mountain,Pi Standard | Plum Pi Standard | Chocolate Pi Standard
levenshtein,Peak,Silk,peak,silk,peak,silk,3,1,6,Peak Mountain,Silk Blue | Silk Red | Royal Silk Test Print
levenshtein,Peak,Texas,peak,texas,peak,texas,3,1,2,Peak Mountain,Texas Player's Edition | Texas Premium Edition
levenshtein,Peak,Zeus,peak,zeus,peak,zeus,3,1,2,Peak Mountain,Zeus Mighty Gold | Zeus Sterling Silver
levenshtein,Peter Pan,Veteran,peterpan,veteran,peter-pan,veteran,3,1,1,Peter Pan,Veteran
levenshtein,Pi,Silk,pi,silk,pi,silk,3,3,6,Pi Standard | Plum Pi Standard | Chocolate Pi Standard,Silk Blue | Silk Red | Royal Silk Test Print
levenshtein,Pi,Sins,pi,sins,pi,sins,3,3,12,Pi Standard | Plum Pi Standard | Chocolate Pi Standard,Sins Legacy Corpus | Sins Legacy Mentis | Sins Black Anima
levenshtein,Pi,SNL,pi,snl,pi,snl,3,3,1,Pi Standard | Plum Pi Standard | Chocolate Pi Standard,SNL
levenshtein,Pi,Sumi,pi,sumi,pi,sumi,3,3,7,Pi Standard | Plum Pi Standard | Chocolate Pi Standard,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist
levenshtein,Pi,Time,pi,time,pi,time,3,3,5,Pi Standard | Plum Pi Standard | Chocolate Pi Standard,Time I | Time II | Time III
levenshtein,Pi,VHS,pi,vhs,pi,vhs,3,3,6,Pi Standard | Plum Pi Standard | Chocolate Pi Standard,VHS 1982 Standard | VHS 1982 Early Light E. 12 | VHS 1982 Pinewood Derby '86
levenshtein,Pi,WB,pi,wb,pi,wb,2,3,1,Pi Standard | Plum Pi Standard | Chocolate Pi Standard,WB
levenshtein,Pluma,Sumi,pluma,sumi,pluma,sumi,3,1,7,Pluma Blue,Sumi Kitsune Myth Maker | Sumi Kitsune Tale Teller | Sumi Artist
levenshtein,Poison,Provision,poison,provision,poison,provision,3,3,1,Poison Apsis | Poison Bella Donna | Poison King Slayer,Provision
levenshtein,Poison,Union,poison,union,poison,union,3,3,1,Poison Apsis | Poison Bella Donna | Poison King Slayer,Union
levenshtein,Ravn,Rome,ravn,rome,ravn,rome,3,17,4,Ravn Crimson Red Mini | Ravn Purple Haze Mini | Ravn X Mini,Rome Augustus | Rome Augustus Sleeve | Rome Caesar
levenshtein,Ravn,Saga,ravn,saga,ravn,saga,3,17,3,Ravn Crimson Red Mini | Ravn Purple Haze Mini | Ravn X Mini,Saga Conquerors | Saga Raiders | Saga Seafarers
levenshtein,Red Bar,Red Fox,redbar,redfox,red-bar,red-fox,3,1,4,Red Bar,Red Fox v1.0 Unmarked | Red Fox v1.1 Marked | Red Fox v2.0
